ra,dec,u,g,r,i,z
230.410396485952,27.4506083368385,21.69179,20.80827,20.25131,20.09169,20.01932
230.925732971563,28.0931126267412,24.76307,24.06858,22.53131,21.27127,20.38001
231.066618557274,27.8708222942254,25.0468,22.08125,21.78614,21.46482,21.36857
230.582825537389,27.6128991437987,23.78884,23.31058,21.54606,20.63722,20.01861
230.620151615088,27.3705846486668,23.27546,23.20342,24.00844,23.40431,19.90185
230.831677546455,27.6908083484601,24.45216,23.93212,23.39155,22.58669,21.86925
230.962358936205,27.3674984391469,22.44537,21.47004,20.57162,20.19206,19.76757
230.425192691005,28.1210447393303,23.81581,22.3181,21.56759,21.18124,20.86179
230.872617094287,28.0246093340484,22.86067,21.97185,21.31876,21.22131,20.6828
230.615193617612,28.1555126860162,24.17375,24.09985,22.83417,22.40044,21.93801
230.236409521009,27.4323297093122,23.79945,21.28672,19.79424,18.35226,17.61184
230.268436389934,27.499851541141,20.11649,18.07341,16.98939,16.52723,16.15209
230.371202864026,27.3622439527383,21.72246,20.76052,20.55792,20.59529,20.25012
230.830933018673,27.8387468996517,19.08816,18.10927,17.7366,17.45803,17.33237
230.644108156185,27.8286114264274,23.55824,21.31705,19.62395,18.69499,18.14286
230.67567762021,27.9087676658393,19.46549,17.75535,16.94657,16.53881,16.2041
230.480023959211,27.7660565440895,19.76332,17.82377,16.90779,16.47545,16.15033
230.485589839257,27.8433450170437,20.17693,18.30297,17.40152,17.01101,16.68096
230.73272795042,27.7974553724343,20.39074,18.69234,17.72955,17.21736,16.83332
230.793251581622,27.32520374742,25.38326,22.41315,21.19559,20.56309,20.34312
230.73483867831,27.2661812420165,24.77307,22.61292,22.14681,21.95263,22.33364
230.678348883374,27.9361907559697,25.08479,21.92455,20.71216,19.90437,19.49337
230.318568237978,27.988664489079,23.43996,22.16906,21.6256,21.46191,21.62144
230.888928731057,27.9663866108541,21.65354,20.69167,20.14686,19.95232,20.1911
230.310634648343,27.7004682769999,24.84301,22.80601,21.91712,22.0197,20.85192
230.543740673321,28.0157627041451,22.38734,22.34743,21.50084,21.00473,21.0452
231.091118984214,27.8886246115728,23.569,24.30462,22.15487,21.8766,21.72838
230.526035891466,28.1798747195522,22.75098,22.67703,22.49179,21.9071,22.16601
230.490242229406,27.3754185837854,24.56711,21.2108,19.77474,18.37675,17.55967
230.825548160824,27.8888427156589,22.87197,23.61662,22.52001,23.04042,21.90099
230.33374676686,27.2602197204115,20.23445,18.82293,18.09524,17.69861,17.38508
230.432379943791,28.1526519204568,18.81207,18.60699,18.88422,19.16557,19.46836
230.324692703038,27.5076351705474,24.13382,22.45536,20.97427,20.278,19.89263
230.218108778258,27.3771388599492,24.36338,24.40999,23.62487,22.01099,21.76046
230.569810142232,27.7403459442096,24.3237,23.45833,22.60688,22.0773,21.89678
230.308167173969,27.6761442618918,23.21144,21.90832,21.08646,20.83469,21.0701
230.788449766791,27.6365106625879,22.72953,20.23571,18.82624,17.81388,17.33655
230.593129088101,27.6755285826445,24.1112,24.13178,22.7601,22.16465,23.4159
230.218526641859,27.3566441840983,19.78681,17.26061,15.88542,15.10393,14.67915
231.019760519862,27.9060351372161,24.05532,24.97523,22.82157,24.70815,21.79844
230.161021204546,27.2250575238483,15.02149,15.67884,13.44651,13.42759,13.25969
230.881383533339,27.6009706213297,24.03943,22.55607,21.06214,19.81945,19.08022
230.261616798531,27.66245901522,23.33279,23.03202,23.99936,23.18936,22.95999
230.662603885141,27.788108422919,25.72519,24.71502,23.25279,21.77731,21.31493
230.724029609398,27.9497457832619,26.01494,23.22357,21.78735,20.68422,20.22921
230.780242333819,27.552196245749,24.83187,23.90929,23.23038,21.64989,21.14522
230.181181291146,27.9304525342319,24.50461,23.56073,22.40971,22.15242,21.3074
230.397888216529,27.7324675207066,25.29983,23.48197,24.56446,24.10546,22.66517
230.996191592648,27.837445233118,24.01768,25.2002,24.62664,24.85657,20.76876
230.34064650215,27.9125681527405,23.79689,22.38848,21.33292,20.87777,20.38389
230.268845480764,27.9064296094407,22.21028,21.39164,20.83754,20.62821,20.69698
230.287303572202,28.1767860273323,22.59143,21.74839,21.1744,21.15701,20.70833
230.772197623699,28.0482972621707,24.30486,22.67486,21.993,21.78028,21.3894
230.895876277162,27.9841154215783,22.7105,23.05685,22.57799,21.24433,21.35521
230.519811348711,27.7649157300387,23.39782,24.11441,22.51511,21.5611,21.32705
230.587805516101,27.8180476901907,20.89159,19.4655,19.09647,18.84511,18.56149
230.922266809464,27.8733137275351,24.96235,23.89656,22.72669,22.14526,21.04339
230.116029402064,27.4698494757383,23.76298,24.03878,22.32631,20.93516,20.21363
230.513453535167,27.6162167587971,23.82032,23.96857,22.5607,22.07199,21.10523
230.582229463591,28.1681800644046,24.02567,23.42393,24.36954,24.50015,22.30261
230.622508520823,27.5579227192705,24.82448,22.79787,21.52886,21.33667,22.67913
230.658877710359,27.2426426813426,21.17618,19.98801,19.16524,18.80311,18.54333
230.294612720509,27.5862627751948,20.42458,19.03631,18.51643,18.29612,18.20416
230.244963635251,28.1154437021098,23.7178,21.72865,20.81609,20.61614,20.09242
230.266442929626,27.6221189667495,24.37218,24.34609,22.37227,21.86963,22.31726
231.006819139901,27.6355072739237,23.60398,22.34616,21.81245,23.19598,22.24957
230.668411752868,27.3959158010697,22.75005,22.59199,21.71765,21.3825,21.50835
230.85609216799,28.1007154149998,22.02388,21.18006,20.55993,20.14982,19.92138
231.084158257376,28.0775568384443,22.56242,20.32475,19.35169,18.9904,18.79843
230.192483083888,27.3363068978583,22.28475,21.81289,21.10938,20.30662,20.01845
231.003266292836,27.9901145390165,20.84052,19.85075,19.33205,18.95826,18.93744
230.302996112171,27.5402059736439,23.27422,23.36371,21.87976,20.86738,20.22322
230.9846409807,28.0289943005994,22.53329,23.06977,22.18785,21.70866,21.6901
230.829160656882,27.2663101794747,24.41616,24.01728,22.89117,21.98158,20.85667
230.409145391993,27.56741726073,23.30878,21.25707,19.74671,19.0891,18.61172
231.075922678846,27.8498885189505,24.57864,24.09768,22.2224,21.59708,21.47367
230.148431580408,27.4030548972962,25.21287,23.10565,22.72175,22.03893,21.90945
230.110632726783,27.5682820778799,23.90873,22.95062,22.15359,21.80434,21.25423
230.729543609588,27.3869116827477,25.13362,23.36522,22.05932,21.31671,20.46787
230.503926838462,27.3957661303331,25.07053,25.0548,23.35497,22.20003,21.48533
230.715782614996,28.1378059808959,24.06116,23.51895,23.02127,22.40367,21.52016
230.110820682901,28.0852492704657,25.269,21.40007,20.54269,20.1559,19.87581
230.593051802637,28.0640355244275,24.63461,23.17779,21.91133,22.16648,21.78011
231.048901585918,27.5073805931047,25.2828,23.83734,22.4036,22.27843,23.20494
230.125752472364,27.5681930333985,17.72546,15.68783,14.88035,14.57823,14.46265
230.963298650312,27.2378430912521,24.71239,22.67035,21.64427,20.92927,21.05549
230.466259937333,27.463337654856,23.72702,23.27609,22.17007,22.72784,21.72549
230.666817326915,27.2588816744585,20.85601,19.57262,18.69556,18.26429,17.92657
230.647804323576,27.7112164551236,25.73494,23.85251,22.51979,21.21362,20.62622
230.997004293953,28.0407851740423,22.76771,21.32706,21.17143,20.94844,21.10936
230.81053040065,27.7284948369216,24.1741,26.00391,24.64159,22.25568,22.69261
230.239798628075,27.234410928708,25.20153,22.48308,21.3273,21.0845,20.57446
230.737123836691,27.6765117676689,21.73859,20.54716,20.12801,19.89697,19.67545
230.337850897821,27.7540874504596,25.94323,24.70987,22.12287,21.3688,20.96596
230.179503118003,27.6471229808841,22.35277,23.19527,21.08648,19.75869,19.41928
230.368547127315,27.6765240088803,22.35625,24.25801,25.05069,24.39344,23.64804
230.521512346937,28.1666157464495,23.80208,22.71206,22.26702,21.98639,22.43306
230.310304716863,27.5925540006122,24.05224,24.61255,24.5006,22.21103,23.48086
230.188724582771,27.5926592680471,23.98329,24.81484,22.86317,21.10554,20.0799
230.472431483605,28.1314390131496,25.78331,24.74652,23.29915,22.0063,21.83766
230.742860012201,28.0352454751956,23.63918,25.0783,24.7165,24.43338,23.19274
231.031838583524,27.2053776195855,24.30454,22.62525,21.93393,21.62155,21.46164
230.735982439453,27.9833765607863,23.98736,23.13289,22.48072,22.28201,21.99864
230.48070248521,28.1355349100317,22.31052,20.49674,19.81269,19.59768,19.48493
230.271139282875,27.7015492970419,23.35181,22.76648,22.14061,21.89195,21.67301
230.139002127834,28.1595238753539,24.92409,21.52409,20.07022,18.49206,17.6197
230.897589145877,27.2444482162361,23.93209,22.75263,22.21714,22.02012,22.51448
230.978257571826,27.8359299382129,25.44057,23.52563,22.9654,23.19495,22.84492
230.752713048296,28.0046339301199,24.58088,24.12194,22.84389,23.03854,22.53637
230.448984883387,27.6339278304573,23.54459,22.45932,21.74365,21.53347,21.57171
230.423473365064,27.7631353186589,24.05326,24.98704,22.72521,21.70499,21.72672
230.204488622357,27.9298323209967,21.40073,20.87942,20.1233,19.78532,19.76853
230.847121368808,27.6437864032961,21.81838,20.16258,19.34755,18.9791,18.83051
230.468609762963,28.0126707196873,23.65095,22.7511,21.74354,21.25019,21.14359
230.904304376497,27.2190825317533,22.1223,25.70515,25.39355,23.58685,22.8331
231.093268881414,28.082194836571,25.0698,24.50589,22.65272,21.52048,20.91787
230.449790545482,28.1744221967322,20.54437,19.00986,18.21177,17.75452,17.43546
230.620536494179,27.7756722119218,25.59409,23.32098,22.38244,22.05231,21.53859
230.819471673715,28.0180649348463,24.35519,24.89978,23.66611,22.75362,22.83805
230.435257241925,27.7388106578995,24.79107,23.31492,22.22036,21.18556,20.51438
230.181310078757,27.5252431279075,25.15098,22.97488,22.44099,22.11184,22.51702
230.18193008293,28.1967547331226,24.16121,23.8303,22.3504,21.48734,21.05537
230.217894180705,27.3664048030471,22.44835,22.18815,21.88539,21.76677,21.64359
230.231084076968,27.2925015158408,22.682,22.69133,21.60496,21.28249,21.05336
230.302174352926,27.868514329248,19.56698,18.05363,17.24087,16.78436,16.47779
231.095960408015,27.7592893648127,25.75972,23.05733,20.88538,19.73992,19.3735
230.985962809408,27.4217610202903,19.93397,18.45823,17.52332,17.0696,16.71389
230.818973182222,27.4225717584018,19.70892,18.29076,17.53923,17.11711,16.78989
230.84391358154,27.3921265203073,22.75465,21.11672,19.37169,18.57268,18.1699
230.872890157844,27.9100591541129,21.64641,19.19204,19.26727,18.4987,18.40705
230.563831692624,27.6046757980082,19.33638,17.36384,16.46207,16.06987,15.74724
230.617842621911,27.7810004724324,18.61551,16.75363,15.86747,15.46198,15.09756
230.6455531166,27.8283074872506,20.12626,18.21971,17.41179,17.04399,16.77532
230.712836181216,27.2276231970739,21.61873,19.14735,17.72189,17.20212,16.79353
