ra,dec,u,g,r,i,z
230.560207084642,27.7414463255521,24.42548,22.78461,22.1319,21.9839,22.82178
230.862463274062,27.3206300599649,23.96856,25.17938,23.00856,21.62658,21.13481
230.515302804392,28.0901927538527,23.79908,23.2127,22.68233,22.35904,22.75469
230.944356505215,27.3241906081082,25.81517,22.07328,20.65861,19.4795,18.95227
230.280836445764,27.4250390118205,24.78651,23.38986,21.59809,20.77663,20.1929
230.421951459112,27.3016246269423,26.52694,24.27584,22.30076,21.23184,20.64047
231.012435358858,27.826357297038,24.44024,22.98696,22.52931,22.3028,22.3677
230.273924196177,27.2045045745438,23.39118,24.56507,23.06959,22.82017,22.30075
231.086191727702,27.717643080885,22.72722,23.12205,21.35147,20.25981,19.69486
230.652157274202,27.3137670776459,23.31486,23.44406,22.04708,21.8341,21.46775
230.858886525349,27.903180988545,24.17524,21.66091,20.53559,20.2164,19.9466
230.385836400713,27.7520598091018,24.38654,23.05449,21.86406,21.41966,20.93294
230.346717984664,27.6966552469547,23.94492,24.78234,23.05604,22.94934,22.17836
230.389531313106,28.1995703687283,23.55689,23.17699,22.4585,22.29754,21.87631
230.301339899309,27.3558604451705,21.12533,20.68033,19.63727,19.23584,19.0148
230.690223638331,27.2308643469014,23.20491,22.40368,21.48324,21.35023,21.21593
230.308905786525,27.884612781648,24.71441,24.51196,22.16043,21.20829,20.52908
230.373011996309,27.5237184339161,25.29189,22.72062,21.13012,20.26386,19.84975
230.344213634117,27.8179374298004,20.76023,19.61954,19.10827,18.86027,18.59844
230.740568718567,28.0654467440776,24.134,22.96183,21.74971,20.96659,19.88212
230.708356544801,27.4847110932425,24.09396,23.68623,21.77697,20.73122,20.36088
230.395695202466,27.2560127196045,20.64798,19.38953,18.90413,18.69648,18.55497
230.359356424211,27.6712719319259,22.37085,21.61667,21.31774,21.19832,21.13315
230.977880297864,27.7727782565583,22.03457,19.60209,18.49163,18.0411,17.80877
230.923765515728,27.3967592059947,24.58767,23.18161,21.79007,20.82961,20.28205
230.8036175528,27.392632929961,24.5527,22.99338,21.56753,20.45036,19.75556
231.019181643845,28.0096098691622,22.01508,21.15669,20.83565,20.75151,20.32941
230.189995420891,27.7012477593263,23.54856,23.87708,22.07712,21.40618,21.18989
230.916312943836,27.9448044454727,20.93071,18.47331,17.2545,16.76263,16.45651
230.30349091463,27.9237893405495,24.8967,23.34717,22.00943,20.90677,20.78053
230.10537342925,27.8317259107737,23.17097,22.69183,21.726,21.72225,21.0242
230.259327168469,28.1398325813793,23.9316,22.14649,21.77729,21.29844,21.44971
230.481501289355,27.7059348215789,26.43683,24.35988,22.31684,21.45705,21.7588
230.622348899125,27.5504435517511,22.04871,22.36904,21.85886,21.80008,21.43078
230.899607865626,27.7549210572881,23.45902,24.19129,22.73023,22.57148,21.13041
230.941190289993,27.4522801278391,22.5974,24.41985,21.38877,21.9088,20.45107
230.146806395904,27.7376184071043,22.85015,22.41996,21.58184,21.02562,21.77814
230.541489423493,27.2276961237279,23.96818,24.77982,23.1474,21.64717,20.75843
230.964781485366,27.3298660602069,25.8126,24.07565,22.64797,21.98197,21.58328
230.332760597927,27.7692231869895,22.50308,23.55646,22.77288,21.39594,21.17809
231.047105700498,27.3583085668561,23.2797,22.99946,22.05766,21.64969,21.34599
231.023321912538,27.5245406918662,23.75039,23.01135,22.22426,21.87003,21.18723
230.802841006599,28.0500838911033,24.02801,24.43327,22.90476,22.23412,21.90843
230.147776165813,27.7336977695977,23.68425,22.69519,22.03885,21.93769,21.57381
230.141636199608,27.341677795206,26.67236,24.49876,22.47345,21.22704,20.61605
230.570666625172,28.0975207528054,24.44857,21.57387,21.37086,20.88478,21.37478
231.045872686019,28.1348565368416,23.30693,24.13115,22.94096,22.92223,21.53764
230.157478310237,27.4223177523287,22.67034,23.41146,22.40907,21.89898,21.30225
230.605957512234,27.711419508376,20.52112,18.61956,17.68816,17.23689,16.94819
230.512447677135,27.7395319128184,22.62038,21.44854,20.44159,19.92016,19.59764
230.362780881185,27.3523935128414,20.87282,19.83727,19.42272,19.12546,19.02862
230.125903776507,27.7260324656096,24.16759,22.7507,21.62072,21.20478,20.77536
230.866939221709,27.5868568137632,23.11624,22.26536,21.66007,21.17359,20.99023
230.896360374668,27.9838750257223,25.18862,24.16276,22.60549,22.84798,23.33995
230.746186742294,27.2050353523142,24.79354,22.67514,21.60968,21.02148,20.62445
230.274296011704,27.5576244808938,24.40483,23.37241,24.67655,24.77723,23.22883
230.13963268383,27.5495866259553,25.4127,21.76857,20.33919,19.64394,19.23774
230.263455961023,27.6716589120832,22.46562,21.7535,20.70516,20.20166,19.53589
231.09084527286,27.7935148430406,24.10886,24.35022,22.53404,23.55939,21.32942
230.23396029416,27.85631239381,21.85907,21.11219,20.11469,19.64325,19.63431
230.893411364746,27.4377113381482,23.21362,23.904,22.44087,21.57872,20.67987
230.62217829581,28.0761028615736,21.68715,21.23669,20.47013,20.23362,20.04021
230.753634650538,27.9826220362074,22.40893,22.54514,21.94559,21.34066,21.00349
230.329614556546,27.5599566515486,22.99116,22.22824,21.41106,21.39782,21.11183
230.820888597686,27.7712451353265,24.7347,22.15182,21.41936,21.29609,21.25584
231.024740220172,28.0835220518709,23.82734,23.03358,21.56242,21.02878,21.20868
230.359940552646,27.821003003007,25.12424,23.18254,22.13601,21.84899,21.18363
230.711119625094,27.7029931789719,24.33935,22.72767,21.98841,21.91497,21.72926
230.807481198413,27.6900835318247,25.02162,23.89801,23.12575,23.48465,22.19097
230.114183267927,27.7096641377949,21.53374,21.22337,21.18814,20.63552,20.54394
230.941794369929,27.9182573708383,22.12761,20.94274,19.70727,19.10207,18.76605
230.33250732126,27.9549191796425,24.94869,24.96474,23.3357,22.38683,21.3093
230.935837935701,28.050557167085,20.34769,19.21673,18.80464,18.57081,18.5062
230.131059375489,27.3090756231251,25.51096,23.59894,21.93226,20.97736,20.64973
230.754295055124,27.5753221192254,23.07074,22.27366,21.53789,20.71739,20.14086
230.43049959113,27.8780804377008,22.31403,19.63013,18.44137,17.93232,17.65463
230.198175676902,27.3778008248114,26.76498,23.39274,20.94897,19.51283,18.93377
230.562945563874,28.1264590926058,23.83038,23.21922,21.77457,21.08878,21.01155
230.861620393014,27.2139945571846,23.87532,24.33221,22.80386,22.61023,21.83907
230.42337733743,28.1391246296888,24.83129,23.74918,22.38951,21.65568,20.29805
230.244912518657,27.3936782989422,24.15047,23.22524,23.19064,23.29089,22.9004
230.928246006674,27.8956617169612,25.90997,24.70648,22.11409,21.55965,20.94975
230.547188872419,28.1623684395864,22.03904,21.89283,20.90264,20.57582,20.2876
230.660043589674,27.6018921288082,24.91862,20.96842,20.22753,19.83108,20.13176
230.283552979699,27.8809153723128,25.05307,23.28501,22.61945,22.13301,21.72353
230.427752626815,27.4862240630255,22.6267,22.32911,21.7915,21.35243,20.98972
230.455894108139,27.7957432398256,24.03332,22.70979,21.31851,20.85159,20.46874
230.6809903588,27.6239562737896,25.56336,22.53144,24.46629,20.96279,22.4985
230.915184554165,27.4411048095246,25.12445,24.72722,22.6872,21.99445,21.30046
230.646318525107,28.0292619482559,23.12482,23.32844,22.41239,22.26927,23.17385
230.888907713658,27.666325448706,24.59768,25.24419,23.70558,22.2834,22.42743
230.398880775548,28.1183145710053,24.10128,23.40442,22.79198,21.84184,22.34981
230.115976772397,27.5459010449905,24.09079,24.07632,22.42448,20.60068,19.72104
230.705013003124,27.5765602483528,24.57952,24.11668,23.0456,22.34597,22.10575
230.552702914144,27.618602469996,23.20396,21.86211,21.04151,20.72788,20.52582
230.598971338198,27.4763054852298,18.94485,17.8491,17.46385,17.31377,17.26777
230.283902932066,27.3296852353632,24.58028,23.18158,22.59775,22.6158,21.91636
230.132733411682,27.7360969524322,24.09373,23.55957,21.66759,21.32531,20.78844
231.057138854283,27.4193397217062,24.1497,25.05065,23.60464,22.50805,22.32447
230.546311948186,27.3509816490847,23.16866,24.06355,23.61986,22.26275,21.80788
230.486603058061,28.0044245150523,23.22138,21.76206,20.87355,20.56332,20.2351
230.768272299905,27.915052301674,23.30385,21.58904,20.48961,20.05754,19.65678
230.520449064301,27.6766701771358,23.23213,22.96864,22.23804,21.7284,21.57778
230.731117015012,27.5788386602599,24.59803,25.19257,24.65955,22.9847,22.50214
230.674308696846,27.7065262604317,23.04983,22.24109,21.78849,21.81933,22.00594
230.360267060431,28.1897811142416,23.47769,22.97818,22.91903,22.45423,22.19242
230.347174470073,27.4316563870947,26.47484,23.74061,22.11274,21.29858,21.3396
230.635147786474,27.4801218144436,22.11381,21.38613,20.08457,19.53184,19.26919
230.162748652598,27.2935718058021,23.34327,22.80956,21.67957,20.40662,19.68539
230.262239760393,27.22276422611,24.30748,23.62334,21.71639,20.59438,19.97699
230.334051304404,27.2434513613848,24.30881,22.51698,21.10273,20.56706,20.41257
230.318830882888,27.4363516444232,24.81375,22.97201,22.11051,21.22257,20.77501
230.305902140506,27.2422439206222,24.57112,23.04055,22.01082,21.1656,21.02556
230.221826046699,28.1412609407485,23.1145,22.93957,21.98383,21.80753,21.17892
230.343713636631,27.7759130892071,24.5979,24.37634,22.93949,21.86365,21.53112
230.355665644611,27.99807665383,24.51267,23.58856,22.21951,21.3594,20.27709
231.008326265387,27.582921467029,25.10834,21.85315,21.17083,20.76205,20.48494
230.204766969565,27.3334703241208,23.54221,22.27312,21.65269,21.42879,21.15782
230.873676208033,27.8700157429554,24.49215,23.37025,22.60304,22.74119,21.87406
230.147949336199,27.9176821586438,20.99562,20.29317,19.75019,19.45492,19.70863
231.068487571574,28.0253563250071,22.83546,22.58474,21.98408,22.07271,21.0778
230.942355589232,28.0615341479604,25.64631,23.68409,22.38995,21.27919,20.90245
231.062739490056,27.3968930639498,24.50245,21.61096,20.16646,18.97358,18.31858
230.473582243764,28.1883798647782,23.41084,22.53541,22.87667,22.51537,23.01224
230.723463185345,28.1426614427501,23.35994,23.49606,22.49031,22.18784,21.68939
230.360683819899,27.4430363213864,22.99666,22.64942,21.71373,20.94109,20.57648
230.941658237701,27.861983796993,23.82029,24.91453,22.94716,22.34343,21.90934
230.886003463749,27.3583851806275,23.19424,24.02732,22.87256,21.66822,21.74123
230.468827447818,27.8052955746121,22.26824,21.5265,20.82229,20.75999,21.11594
230.915434633471,27.8794080014218,25.45751,21.51269,20.12562,19.27659,18.81584
230.596701212566,27.5224825698758,22.51239,21.63151,21.28934,21.06008,21.4744
230.778057537819,27.5586533695845,18.87165,17.27922,16.70417,16.48014,16.42143
230.316108733257,27.7237793599364,24.41782,23.06805,21.97835,22.00006,21.58541
230.200879863637,27.3647062765082,24.93411,21.19943,19.80564,19.27861,18.87021
230.507107192353,28.1870139175706,21.54859,20.00727,19.35247,19.11909,18.97834
230.566545594897,27.272509849075,22.23252,21.76837,21.10812,21.05424,20.22093
230.219349597636,27.2935223844558,21.07474,20.07118,19.72664,19.60916,19.54312
231.085821412227,27.7490563959995,23.73214,23.0124,21.2294,20.35728,19.76656
230.416507007855,28.1395707333411,24.28275,23.25343,22.96039,21.94005,21.72785
230.387993452437,27.8404697078545,22.449,21.35161,20.78834,20.49735,20.36007
230.233167124748,27.391224834385,23.75248,22.89019,21.88745,21.49794,21.46427
231.025965957962,27.857354340744,22.77542,22.01458,21.08768,20.73815,20.08293
231.098511690837,27.8332091008992,22.8709,22.26215,21.56932,21.72404,20.97446
230.344192629678,28.1587616079303,23.19883,22.34011,20.88253,20.14267,19.64925
230.674146786627,27.3600291097429,25.21505,23.25079,22.47981,22.57562,21.22999
230.644879423178,27.8352176095604,20.80017,19.87474,19.51726,19.25826,19.05874
230.134458775092,27.6631579799975,25.03158,25.42551,24.36699,22.85283,23.03476
230.440327258191,27.5349678835554,23.73145,22.82388,21.2367,20.59706,20.37883
230.304814873217,27.431147187681,24.27696,22.54506,22.69358,21.92893,22.42184
230.916528937892,27.2131378446097,20.88506,19.3688,18.77079,18.52671,18.44466
230.487393230772,27.2692745299098,19.57048,18.54863,18.22235,18.07218,18.00137
230.986052134934,27.7582221810334,23.91319,24.00419,22.18308,22.16278,22.4555
230.164908669545,27.3910327873881,23.54271,22.86598,21.99553,21.94257,22.074
230.445042838852,27.714186967582,26.41338,22.77695,21.80966,22.29649,21.3314
230.54469875762,27.7947832028883,22.42887,21.84422,21.19034,20.91289,20.45283
230.728444390563,28.0882410996149,21.96991,19.90063,19.07353,18.75848,18.65598
230.47530280221,28.1228710949658,24.5205,23.33865,22.66945,22.16052,21.39313
230.12352181912,27.6806095697321,25.11242,24.51068,22.21918,21.75934,21.57583
231.023385506735,27.2854908396085,25.56694,22.95098,21.41949,20.51167,19.78197
230.558261868731,27.3788426065514,24.44219,25.15878,23.54942,22.53545,21.89852
230.204556595162,27.4361530590332,23.02036,23.91668,22.7109,22.43399,21.61935
230.568651210221,28.128787903084,21.528,20.71457,20.25146,20.17131,20.21765
230.46529221389,27.4912801674707,22.32793,21.48248,21.54899,21.51248,23.92285
230.21077480555,27.8529906933953,22.6619,26.09898,25.9196,23.65129,20.40128
231.039749116351,27.5768710385293,22.60567,21.60858,20.9302,20.54207,20.50541
230.374263850918,27.8156927219874,25.16393,25.13873,22.79299,21.44565,20.62349
230.379450904721,27.5212019664704,23.86736,23.75559,22.81872,21.64451,21.56099
230.909335959967,27.5319586756208,23.13498,23.58534,23.44806,22.24735,21.63919
230.274701493043,28.1456487636926,21.98869,20.89922,20.00442,19.62781,19.29322
230.392198213775,27.6457520077577,23.86886,23.40769,22.37231,22.13472,22.23407
230.32727871654,27.8153812874182,25.2583,23.12249,22.01254,21.51943,21.36759
230.999000035409,28.0906261293684,22.55285,20.72951,19.91743,19.48371,19.24731
230.6969231185,27.7441189303815,24.36705,25.0584,22.86406,22.19341,21.79462
230.279262709596,27.8541234093342,24.56622,24.50869,23.13253,21.87208,22.00565
230.197374296268,27.7073182762715,24.24354,24.77404,23.64874,22.16368,21.24553
230.89610895209,27.8310631382346,22.82188,20.42081,19.38989,18.9692,18.75964
230.478941864645,27.818748730496,23.37163,23.49383,23.42742,23.34606,21.84539
230.792580915245,27.9439825204634,23.8641,22.77109,22.88554,22.21306,21.73124
230.820831771195,28.0482430482746,25.53878,21.62187,25.35633,22.40845,22.18453
230.144807161412,27.8047411647257,23.05693,24.12282,23.78031,21.89793,20.6708
230.410771060933,28.1776916487648,24.96039,23.69979,22.84778,22.11966,21.36053
230.647998063032,27.7861993208246,22.30775,21.86171,21.10305,21.01672,21.46827
230.651784200421,27.7874112261111,24.40339,24.00945,23.51892,22.10682,21.56934
230.949752181551,27.903363263141,24.84073,23.65157,22.7921,21.80292,21.34076
230.974231518701,27.9639646097331,25.34971,24.54327,23.29819,21.10233,20.1469
230.101041760874,27.5045979617927,24.72025,25.43236,24.4649,21.95658,22.20253
230.309206120874,27.549178039824,25.21859,22.79045,21.66494,20.47235,19.73122
230.559516449323,27.2849972863105,21.95397,21.52211,20.70955,20.53545,20.5354
230.139440694808,27.4257595844683,26.02629,21.65028,20.61655,20.37444,20.20287
230.100390104013,27.3147340778596,23.69888,22.25521,21.46184,21.45394,20.34769
231.07526503203,27.8348989095839,25.49294,22.99778,21.5835,20.37786,19.75542
230.182489958911,28.0757591749375,24.05485,22.55366,21.92229,22.2187,21.78542
230.252338339063,27.6994846327451,22.73857,25.21245,24.57544,24.72099,22.94173
230.532290226729,27.388966280117,20.49883,19.42693,19.0559,18.80554,18.60672
230.619730207206,27.7381854801601,21.43745,19.56384,18.63197,18.15786,17.93872
230.885843111949,27.477018551576,24.8887,22.89648,23.42339,22.4862,21.68521
230.905675016196,27.8823714760075,20.68957,18.14317,16.9549,16.5072,16.28051
230.70951667072,27.4716513517718,24.24794,26.07941,25.40419,24.29494,20.334
231.080880800608,28.0103394832098,24.20811,23.57488,22.26036,20.98812,20.3671
230.420123040412,27.2366475110908,21.37482,20.65343,20.15862,20.03297,19.98076
230.141858298192,27.2490460284303,25.24066,23.40082,22.40123,21.78955,21.42903
230.56720565557,27.7032270206657,23.26108,24.72609,22.79243,21.92189,21.12969
230.97449842313,28.1580694612566,23.18931,23.54911,22.84171,22.7699,23.39988
230.648480634025,28.1605116229168,22.93544,21.76417,21.06694,20.27222,19.77094
230.149423547275,27.4570749872915,24.65565,23.79025,22.78327,23.40482,22.02698
230.45746034656,27.9790330104208,24.99706,24.18354,22.86469,22.53408,22.06555
230.876924800307,27.9605800211047,23.81398,22.81775,22.18228,21.35321,21.0314
230.129233994737,28.0913345096061,24.13382,22.89708,21.67674,21.04755,20.8017
230.855303635688,27.3928924859559,23.42885,22.22731,21.41968,20.95227,20.70248
230.909775541265,28.1949752801468,22.81749,22.36566,22.49563,22.60457,22.32336
230.730519170829,27.3847252149189,24.03876,23.68547,22.19449,21.26792,20.79068
230.260697836198,27.2420745558645,22.17769,22.36703,21.8895,21.89481,21.88366
230.338570575941,27.9356405409926,26.45269,22.05185,20.73594,20.29116,25.23742
230.844399988481,27.7684517526831,24.159,22.28619,21.43994,20.9563,20.66724
231.008182977396,27.2674819713582,23.1003,24.10141,22.94417,22.04984,22.04863
230.222355283656,28.1008154526688,21.65218,21.60857,21.16122,21.63332,21.5409
231.029801614284,28.1870797701655,22.85614,22.02417,20.66936,20.27377,19.69047
230.142449442802,27.747026965633,25.02081,22.9771,21.83728,21.17499,21.07688
230.170236195008,27.465349639257,22.58807,25.28769,24.99847,23.83913,23.07964
230.729595877962,27.5247917745356,24.8709,24.04802,22.3948,22.17986,21.75727
230.591455884008,27.4870991575544,23.45545,22.01209,20.75572,20.0196,19.75727
230.995590208173,27.9412357435854,23.99773,23.39759,21.99799,20.98257,20.49263
231.017367837456,27.9070040135208,24.21252,23.82994,23.13631,24.69759,22.40274
230.860647312118,27.5949470737691,22.50667,22.15245,21.21213,20.69735,20.66055
230.551520386452,27.3608075816521,23.32305,23.25494,23.10856,22.26053,21.86811
230.835513221027,27.8624079974685,24.4258,24.19949,23.1704,22.28345,21.92851
230.177073820961,27.8439870702334,26.30846,25.43477,21.99746,21.96757,21.38528
230.971892480528,27.948322556192,21.96545,21.01939,20.42484,20.15097,20.08402
230.177118193001,27.9368699769864,23.66972,25.16588,25.43993,24.5774,19.42727
230.149112920529,27.2877776905758,22.46762,20.73628,19.81487,19.49331,19.23845
230.657660091842,27.5667587945889,23.94373,24.09519,22.74997,21.96543,21.34858
230.361804889312,28.192358304029,24.63173,23.68176,21.95082,21.37351,21.20625
230.746058285775,27.4366562183513,25.02006,24.4581,23.31587,22.41216,22.7328
230.686891354603,27.4952701287697,25.51226,25.03276,23.49059,21.99815,21.03109
230.181569869949,27.7927747394068,24.41296,23.35232,22.73982,21.99785,22.74476
230.545259622928,27.6482248299565,22.96124,22.14727,21.48114,21.35562,21.19899
230.901162407371,27.6646628330681,23.79885,24.72816,24.14064,21.8755,22.38182
231.093852711296,27.4033189829904,21.21067,20.9402,20.48121,20.29699,20.71889
230.272339094525,28.1086560331201,23.3555,22.98795,22.37671,22.80683,22.22684
230.277295718729,27.5012378787605,24.84521,22.27482,21.84414,21.67526,21.1418
230.446807925366,27.9511600375556,25.00793,24.51049,22.17118,21.57939,21.00606
230.185426496397,27.9407307254561,24.59888,23.88434,22.49465,23.1622,21.72398
230.26030002239,27.9156173290672,24.15521,22.91567,22.17447,21.82761,21.01758
230.864528030343,27.3420893094529,21.95293,19.16833,17.60033,16.32,15.62624
230.319344134288,27.3284615998987,22.33333,22.49205,23.67035,23.09687,22.41427
230.964532584706,28.044404570343,21.81284,19.91867,18.62605,18.10641,17.772
230.998849540431,27.5362367085573,22.02521,22.08557,22.00768,21.55633,21.11054
231.073232188554,27.4313010973039,25.66805,22.39412,21.68437,21.21338,20.53318
230.590331564276,27.4556840811136,21.66562,20.94018,20.36717,20.20357,19.92449
230.330207834281,27.7097673108647,25.52692,23.35441,22.23271,22.34203,23.51061
230.601539214838,27.8318398523644,22.52393,20.05104,18.67456,17.87502,17.40025
230.82730744507,27.6242102852095,23.34675,23.04374,22.26196,22.20147,21.59955
230.603363247632,27.7252392096005,21.55728,20.73422,19.90107,19.47228,19.36732
230.213074796407,27.8852192303977,22.99275,22.20916,21.73902,21.28866,21.69844
230.851155168596,27.7329361023592,24.63074,24.37673,23.89366,22.28268,21.98565
230.177889225589,27.5099005486674,24.18588,24.06516,22.87573,22.30482,21.5401
230.349957695092,27.5759054035034,24.19974,25.22306,23.39641,22.1317,22.31906
230.249902155323,27.2005425939077,22.86497,22.40461,21.58629,20.98611,20.48252
230.826286763176,27.5490650580055,22.34048,20.20703,18.8604,18.28273,17.85654
230.802092677049,28.0756746141086,23.41925,23.32008,22.0187,20.71972,20.05183
230.152523883949,27.5791037101645,22.50495,21.12711,20.34296,20.08757,20.12082
230.88665337123,27.4091076202188,24.64916,24.21722,22.14634,21.60887,20.99455
230.448700984994,27.2145536806226,23.92133,23.27654,21.49413,20.66445,20.09762
230.30853968175,27.7021765603299,23.76971,24.07607,22.03716,22.39348,24.02781
230.517088785337,27.8009410122289,19.9546,19.09497,18.7533,18.61598,18.63354
230.198310483591,27.8347875817106,20.39955,18.85911,18.00604,17.51162,17.19039
230.226727184415,27.8607886868959,24.40741,24.73997,23.16838,22.06489,21.22382
230.663891743333,28.1976059839148,24.23113,24.35089,22.60097,21.72916,20.85714
230.230028897117,27.4825600063685,24.40085,21.4431,20.05007,18.83583,18.22817
230.86752098311,27.9221058410997,25.79523,24.1426,22.53154,21.73318,21.80562
230.264548884817,27.2803141592247,23.40952,22.30768,21.42589,21.42928,21.42729
230.504267552188,28.1033676191328,22.76154,22.08475,21.40233,21.02574,20.66553
230.407143939143,27.2867033993854,22.98681,22.26355,21.41809,20.68628,20.49065
230.358278002588,27.2834474836936,24.19584,22.65001,22.33159,22.49923,22.8542
230.181431863124,27.3999941419606,23.51412,24.17222,22.27573,21.77707,21.19153
230.637508899172,28.0175858795534,23.73335,21.60702,20.21647,19.41709,18.98717
230.432491714144,27.5024160262304,25.78993,23.57332,22.37562,23.29457,21.92135
230.838469630933,27.5613495368335,24.51132,23.75488,23.64604,23.90754,22.92336
231.053843078598,27.9427009331405,23.23622,22.71091,22.18324,22.03238,21.6577
230.729734194053,27.796886257572,24.1704,24.90979,24.21355,22.38735,22.66324
230.206523999056,27.7363597415248,24.29915,22.01212,20.4092,19.36362,18.78075
230.987211839989,28.1913354378424,24.50445,21.92365,20.55486,19.96288,19.72393
230.819965782996,27.2711678330575,23.7339,24.51395,23.38957,21.35329,20.67433
230.786961791488,27.8676105388295,24.62639,23.00985,22.07488,21.68862,21.87863
231.014503487524,28.088365701058,24.92218,22.97159,22.84102,22.23053,22.17506
230.60285948086,28.1270978870175,25.1415,22.61342,22.28903,21.81799,22.08656
230.730668158944,27.9355797217542,21.07523,20.1827,19.98534,19.91039,20.03652
230.284155707833,27.3619540699928,23.53368,20.95899,19.61455,18.88927,18.44239
230.723470814059,27.5825969929745,25.40785,24.65193,23.88229,22.13178,22.44706
231.010662870651,27.8791206516049,23.09806,23.79502,22.70672,21.95253,21.7099
230.598864276624,27.815406114402,25.90785,23.07295,21.1969,20.42436,19.96813
230.280286163661,27.3899310660391,18.9482,17.40871,16.64144,16.28049,16.01913
230.891740943224,27.7583053022359,23.15885,23.55441,23.35399,23.03086,21.60255
231.053472486462,27.6143804201426,25.2868,25.06206,25.70258,24.90209,20.46631
230.493762330752,27.5250201980214,25.01786,24.96386,23.78857,22.22655,21.44833
230.863598675936,27.3501265874654,24.59377,22.70522,21.27827,19.94712,19.30946
230.896699170679,27.4867987054066,24.549,24.92742,24.41366,22.39461,22.77332
230.406953915262,27.4177967398553,21.94519,22.55648,22.33355,20.53134,20.0819
230.470682374766,27.9854343660119,23.49862,23.68481,22.59322,22.32077,22.12672
230.513106940692,27.6184911607616,24.66451,23.16361,21.47239,19.61878,18.62752
230.852234189233,27.9266384820642,25.26434,25.12824,22.66928,22.03816,21.40237
230.787502812762,27.2752203415336,24.8239,23.52358,23.0192,21.43362,21.32258
231.024496220263,27.8128268307942,25.64586,24.45525,25.07629,24.27039,20.77338
230.255030108104,27.3317372003835,18.68364,17.57141,17.18141,17.0522,17.00502
230.617031842983,27.9522127296007,21.64608,20.47736,19.70603,19.27594,19.09895
230.459666813534,27.3293406949643,26.15868,22.17141,20.40355,19.74106,19.33918
230.143092429119,27.4101575449553,24.08921,24.4264,21.58274,20.61643,19.94152
230.100673608283,27.8212593085211,24.57591,22.92492,21.92808,21.81938,21.48212
230.565987893266,28.1238614965888,23.97214,23.15852,21.66397,21.00732,20.52381
230.106457990276,27.7131654511388,25.21488,24.883,23.6827,22.10716,20.84971
230.378428766942,28.1262632408941,25.21308,22.15106,21.28667,21.04769,21.53576
230.792598012466,27.7010142045134,24.98921,23.28292,21.78053,20.60708,20.19293
230.799527332647,27.3392900934136,25.90689,24.09809,22.1956,21.47231,21.44877
230.965129554445,27.4187133038419,23.67268,21.68924,20.29975,19.64615,19.18576
230.883165931526,28.0613551228712,23.06745,21.59474,20.41535,19.91428,19.73184
230.798922510329,27.7156288143345,23.62209,22.42679,21.78734,21.55101,21.47447
230.945483369609,28.1493122126199,23.57957,23.01844,21.56532,20.61635,20.07985
230.687076295038,27.9695657650665,24.5691,22.93072,22.03596,21.77576,21.83448
230.412435760049,27.4957807733593,25.6766,22.43701,20.96682,20.123,19.49595
230.522072041694,27.3895984221874,21.53608,20.17683,19.75713,19.61765,19.60441
230.869670674965,28.0931268653682,23.30342,23.61954,23.05488,22.77822,22.25422
230.816616656033,27.593400562654,24.03271,23.6937,23.38155,22.64437,21.90668
230.110689315061,27.5682388216051,25.39436,23.64599,22.63824,22.22882,21.21313
230.524174157763,28.1981786286412,24.90236,22.00638,20.34263,19.82861,19.39536
230.600226869555,27.2315564717768,25.23736,25.4409,25.83191,22.65826,22.72367
230.439047806028,27.4747971039576,22.77228,22.2832,20.96612,20.37778,19.70161
230.775750364683,27.9929979115859,23.93399,24.57744,23.20411,22.19509,21.66049
230.876874880031,27.6361498121275,23.62649,24.18725,23.2414,21.69465,20.78427
230.623710798423,27.7642193388244,23.20561,20.50608,19.11859,18.08577,17.50684
230.602681523174,28.0929128954421,22.73466,22.86838,22.15451,22.302,22.98471
230.405177526305,27.5448261702165,21.61934,20.11638,19.49457,19.24441,19.12815
230.93916285681,27.8967273290552,23.27144,23.63597,22.62788,22.67138,23.09293
230.460381733197,27.5283714704989,22.27744,21.95733,21.31092,21.54247,21.57157
230.949708976682,27.8615739326916,24.07261,23.48644,22.23992,22.07778,21.47871
230.292744388327,27.5712238897819,23.23857,21.81668,20.37719,19.77372,19.39272
230.589008069792,27.6589101765896,22.68101,21.55132,20.75075,20.33293,20.38122
230.883634190891,27.4610860210402,22.31309,21.68267,20.86441,20.71953,21.92619
230.455962667237,27.6907266482784,25.12555,23.29119,22.18818,21.681,20.894
230.779930610477,27.5693845039463,24.32501,23.87393,25.60827,24.15066,20.59414
231.08284953662,27.5609639888777,20.06587,18.71958,18.09014,17.77065,17.54049
230.382710117238,27.445570113837,24.63466,25.11438,24.80203,21.5032,22.38236
230.995643202332,27.2104447571326,22.09534,21.74649,20.95768,20.70096,20.20158
230.620768099467,27.6223618457778,22.54504,22.86135,21.86505,21.59335,22.05019
230.985779663727,27.7143013669687,24.77121,25.00647,23.14881,21.51738,22.42938
231.008883239447,27.9370668897945,23.00159,22.21247,21.82566,21.59769,21.08457
231.023212461162,27.8823639949666,23.93435,23.60827,21.6918,20.82523,20.28818
230.560967774708,28.1502866878637,22.9832,22.88161,22.4727,21.91812,22.00272
230.795413534786,27.2661545614233,22.48918,25.12066,25.665,24.24419,23.87478
230.915900198228,28.1898292407191,24.60904,25.13841,22.96899,25.25967,23.3245
230.609891531939,27.4311320822703,24.29532,23.88935,24.62887,23.79774,22.76753
